Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
8;mergeSort;Ordered;10;0.007;134;164
8;mergeSort;Ordered;100;0.071;2275;2575
8;mergeSort;Ordered;1000;0.622;31964;34964
8;mergeSort;Ordered;10000;40.58;428984;458984
8;mergeSort;OrderedInverse;10;0.005;134;164
8;mergeSort;OrderedInverse;100;0.08;2275;2575
8;mergeSort;OrderedInverse;1000;0.605;31964;34964
8;mergeSort;OrderedInverse;10000;39.923;428984;458984
8;mergeSort;AlmostOrdered;10;0.066;134;164
8;mergeSort;AlmostOrdered;100;0.09;2275;2575
8;mergeSort;AlmostOrdered;1000;0.574;31964;34964
8;mergeSort;AlmostOrdered;10000;40.55;428984;458984
8;mergeSort;Random;10;0.005;134;164
8;mergeSort;Random;100;0.078;2275;2575
8;mergeSort;Random;1000;0.621;31964;34964
8;mergeSort;Random;10000;40.369;428984;458984
