Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
20;quickSort;Ordered;10;0.008;117;200
20;quickSort;Ordered;100;0.332;10197;11090
20;quickSort;Ordered;1000;3.649;1001997;1010990
20;quickSort;Ordered;10000;368.671;100019997;100109990
20;quickSort;OrderedInverse;10;0.068;92;150
20;quickSort;OrderedInverse;100;0.259;7697;6090
20;quickSort;OrderedInverse;1000;2.686;751997;510990
20;quickSort;OrderedInverse;10000;279.841;75019997;50109990
20;quickSort;AlmostOrdered;10;0.007;62;122
20;quickSort;AlmostOrdered;100;0.219;3771;4408
20;quickSort;AlmostOrdered;1000;2.634;264298;269666
20;quickSort;AlmostOrdered;10000;132.568;25195328;25227806
20;quickSort;Random;10;0.01;65;116
20;quickSort;Random;100;0.146;1044;1342
20;quickSort;Random;1000;0.758;17624;17926
20;quickSort;Random;10000;51.944;249402;236574
