Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
16;heapSort;Ordered;10;0.079;47;151
16;heapSort;Ordered;100;0.199;966;2732
16;heapSort;Ordered;1000;0.852;14852;39058
16;heapSort;Ordered;10000;58.844;197606;510854
16;heapSort;OrderedInverse;10;0.005;43;119
16;heapSort;OrderedInverse;100;0.087;872;2280
16;heapSort;OrderedInverse;1000;0.742;13613;33895
16;heapSort;OrderedInverse;10000;57.908;186205;456269
16;heapSort;AlmostOrdered;100;0.154;936;2634
16;heapSort;AlmostOrdered;10;0.04;46;150
16;heapSort;AlmostOrdered;1000;1.233;14346;37856
16;heapSort;AlmostOrdered;10000;59.332;193057;495199
16;heapSort;Random;10;0.026;48;146
16;heapSort;Random;100;0.034;928;2524
16;heapSort;Random;1000;1.07;14318;36842
16;heapSort;Random;10000;58.893;193133;484885
