Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
21;bubbleSort;Ordered;10;0.004;11;3
21;bubbleSort;Ordered;100;0.003;101;3
21;bubbleSort;Ordered;1000;0.004;1001;3
21;bubbleSort;Ordered;10000;0.054;10001;3
21;bubbleSort;OrderedInverse;10;0.003;99;191
21;bubbleSort;OrderedInverse;100;0.133;9999;19901
21;bubbleSort;OrderedInverse;1000;5.776;999999;1999001
21;bubbleSort;OrderedInverse;10000;268.516;99999999;199990001
21;bubbleSort;AlmostOrdered;10;0.002;31;17
21;bubbleSort;AlmostOrdered;100;0.012;3852;2327
21;bubbleSort;AlmostOrdered;1000;1.038;420435;251584
21;bubbleSort;AlmostOrdered;10000;105.774;43490692;24781169
21;bubbleSort;Random;10;0.003;70;89
21;bubbleSort;Random;100;0.068;7595;10414
21;bubbleSort;Random;1000;4.103;749891;999382
21;bubbleSort;Random;10000;257.171;74840319;99358295
