Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
30;insertionSort;Ordered;10;0.002;27;27
30;insertionSort;Ordered;1000;0.023;2997;2997
30;insertionSort;Ordered;100;0.004;297;297
30;insertionSort;Ordered;10000;0.052;29997;29997
30;insertionSort;OrderedInverse;10;0.002;99;108
30;insertionSort;OrderedInverse;100;0.039;9999;10098
30;insertionSort;OrderedInverse;1000;1.694;999999;1000998
30;insertionSort;OrderedInverse;10000;172.228;99999999;100009998
30;insertionSort;AlmostOrdered;10;0.003;37;37
30;insertionSort;AlmostOrdered;100;0.112;1571;1571
30;insertionSort;AlmostOrdered;1000;0.375;126019;126019
30;insertionSort;AlmostOrdered;10000;21.423;12414803;12414803
30;insertionSort;Random;10;0.002;79;81
30;insertionSort;Random;100;0.092;4843;4849
30;insertionSort;Random;1000;0.937;505619;505629
30;insertionSort;Random;10000;85.399;49879651;49879661
