Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
50;quickSort;Ordered;10;0.01;117;200
50;quickSort;Ordered;100;0.314;10197;11090
50;quickSort;Ordered;1000;3.426;1001997;1010990
50;quickSort;Ordered;10000;377.775;100019997;100109990
50;quickSort;OrderedInverse;10;0.026;92;150
50;quickSort;OrderedInverse;100;0.244;7697;6090
50;quickSort;OrderedInverse;1000;2.605;751997;510990
50;quickSort;OrderedInverse;10000;278.839;75019997;50109990
50;quickSort;AlmostOrdered;10;0.006;83;146
50;quickSort;AlmostOrdered;100;0.143;3445;4010
50;quickSort;AlmostOrdered;1000;1.415;261485;266096
50;quickSort;AlmostOrdered;10000;138.087;25216829;25254768
50;quickSort;Random;10;0.053;48;88
50;quickSort;Random;100;0.124;1140;1432
50;quickSort;Random;1000;0.701;17363;18250
50;quickSort;Random;10000;52.469;259946;242540
