Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
7;mergeSort;Ordered;10;0.01;134;164
7;mergeSort;Ordered;100;0.135;2275;2575
7;mergeSort;Ordered;1000;0.555;31964;34964
7;mergeSort;Ordered;10000;40.107;428984;458984
7;mergeSort;OrderedInverse;10;0.005;134;164
7;mergeSort;OrderedInverse;100;0.035;2275;2575
7;mergeSort;OrderedInverse;1000;0.649;31964;34964
7;mergeSort;OrderedInverse;10000;39.759;428984;458984
7;mergeSort;AlmostOrdered;10;0.004;134;164
7;mergeSort;AlmostOrdered;100;0.107;2275;2575
7;mergeSort;AlmostOrdered;1000;0.67;31964;34964
7;mergeSort;AlmostOrdered;10000;40.312;428984;458984
7;mergeSort;Random;10;0.005;134;164
7;mergeSort;Random;100;0.074;2275;2575
7;mergeSort;Random;1000;0.545;31964;34964
7;mergeSort;Random;10000;40.597;428984;458984
