Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
18;splaySort;Ordered;10;0.008;56;88
18;splaySort;Ordered;100;0.098;596;898
18;splaySort;Ordered;1000;0.208;5996;8998
18;splaySort;Ordered;10000;1.052;59996;89998
18;splaySort;OrderedInverse;10;0.088;56;88
18;splaySort;OrderedInverse;100;0.076;596;898
18;splaySort;OrderedInverse;1000;0.307;5996;8998
18;splaySort;OrderedInverse;10000;1.014;59996;89998
18;splaySort;AlmostOrdered;10;0.003;67;105
18;splaySort;AlmostOrdered;100;0.054;1274;1926
18;splaySort;AlmostOrdered;1000;0.329;22129;33604
18;splaySort;AlmostOrdered;10000;2.819;316852;479459
18;splaySort;Random;10;0.004;118;180
18;splaySort;Random;100;0.064;2544;3892
18;splaySort;Random;1000;0.491;43303;65796
18;splaySort;Random;10000;5.265;631080;955863
