Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
4;selectionSort;Ordered;10;0.001;63;0
4;selectionSort;Ordered;100;0.011;5148;0
4;selectionSort;Ordered;1000;1.853;501498;0
4;selectionSort;Ordered;10000;90.086;50014998;0
4;selectionSort;OrderedInverse;10;0.001;88;40
4;selectionSort;OrderedInverse;100;0.051;7648;2650
4;selectionSort;OrderedInverse;1000;1.095;751498;251500
4;selectionSort;OrderedInverse;10000;94.741;75014998;25015000
4;selectionSort;AlmostOrdered;10;0.004;68;14
4;selectionSort;AlmostOrdered;100;0.085;5273;257
4;selectionSort;AlmostOrdered;1000;1.811;503976;3963
4;selectionSort;AlmostOrdered;10000;89.873;50050968;50934
4;selectionSort;Random;10;0.016;73;31
4;selectionSort;Random;100;0.102;5491;619
4;selectionSort;Random;1000;1.745;507097;8584
4;selectionSort;Random;10000;90.28;50092546;107509
