Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
27;heapSort;Ordered;100;0.12;966;2732
27;heapSort;Ordered;10;0.007;47;151
27;heapSort;Ordered;1000;1.232;14852;39058
27;heapSort;Ordered;10000;59.18;197606;510854
27;heapSort;OrderedInverse;100;0.157;872;2280
27;heapSort;OrderedInverse;10;0.051;43;119
27;heapSort;OrderedInverse;1000;0.674;13613;33895
27;heapSort;OrderedInverse;10000;58.554;186205;456269
27;heapSort;AlmostOrdered;10;0.005;46;150
27;heapSort;AlmostOrdered;100;0.118;927;2641
27;heapSort;AlmostOrdered;1000;0.835;14360;37806
27;heapSort;AlmostOrdered;10000;59.014;192981;494603
27;heapSort;Random;10;0.007;45;147
27;heapSort;Random;100;0.243;933;2537
27;heapSort;Random;1000;0.78;14379;36939
27;heapSort;Random;10000;59.667;192924;484356
