Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
43;insertionSort;Ordered;100;0.054;297;297
43;insertionSort;Ordered;10;0.043;27;27
43;insertionSort;Ordered;1000;0.006;2997;2997
43;insertionSort;Ordered;10000;0.04;29997;29997
43;insertionSort;OrderedInverse;10;0.013;99;108
43;insertionSort;OrderedInverse;100;0.048;9999;10098
43;insertionSort;OrderedInverse;1000;1.833;999999;1000998
43;insertionSort;OrderedInverse;10000;170.47;99999999;100009998
43;insertionSort;AlmostOrdered;10;0.003;35;35
43;insertionSort;AlmostOrdered;100;0.095;1667;1667
43;insertionSort;AlmostOrdered;1000;0.32;121511;121511
43;insertionSort;AlmostOrdered;10000;21.514;12393665;12393665
43;insertionSort;Random;10;0.002;79;83
43;insertionSort;Random;100;0.013;5025;5032
43;insertionSort;Random;1000;1.051;508941;508951
43;insertionSort;Random;10000;86.227;50587781;50587787
