Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
36;insertionSort;Ordered;10;0.003;27;27
36;insertionSort;Ordered;100;0.037;297;297
36;insertionSort;Ordered;1000;0.009;2997;2997
36;insertionSort;Ordered;10000;0.071;29997;29997
36;insertionSort;OrderedInverse;10;0.003;99;108
36;insertionSort;OrderedInverse;100;0.11;9999;10098
36;insertionSort;OrderedInverse;1000;3.75;999999;1000998
36;insertionSort;OrderedInverse;10000;176.194;99999999;100009998
36;insertionSort;AlmostOrdered;10;0.019;35;35
36;insertionSort;AlmostOrdered;100;0.009;1513;1513
36;insertionSort;AlmostOrdered;1000;0.34;127943;127943
36;insertionSort;AlmostOrdered;10000;21.607;12519059;12519059
36;insertionSort;Random;10;0.057;73;74
36;insertionSort;Random;100;0.07;5133;5140
36;insertionSort;Random;1000;1.195;504609;504616
36;insertionSort;Random;10000;87.622;50097075;50097082
