Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
40;bubbleSort;Ordered;10;0.004;11;3
40;bubbleSort;Ordered;1000;0.013;1001;3
40;bubbleSort;Ordered;10000;0.038;10001;3
40;bubbleSort;Ordered;100;0.002;101;3
40;bubbleSort;OrderedInverse;10;0.002;99;191
40;bubbleSort;OrderedInverse;100;0.066;9999;19901
40;bubbleSort;OrderedInverse;1000;2.748;999999;1999001
40;bubbleSort;OrderedInverse;10000;267.848;99999999;199990001
40;bubbleSort;AlmostOrdered;10;0.005;34;29
40;bubbleSort;AlmostOrdered;100;0.052;3076;2072
40;bubbleSort;AlmostOrdered;1000;1.88;428779;247142
40;bubbleSort;AlmostOrdered;10000;102.073;42993757;24809366
40;bubbleSort;Random;10;0.003;80;118
40;bubbleSort;Random;100;0.07;7708;11258
40;bubbleSort;Random;1000;4.162;745388;981291
40;bubbleSort;Random;10000;258.372;75228278;100929675
