Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
45;insertionSort;Ordered;10;0.003;27;27
45;insertionSort;Ordered;1000;0.007;2997;2997
45;insertionSort;Ordered;100;0.003;297;297
45;insertionSort;Ordered;10000;0.06;29997;29997
45;insertionSort;OrderedInverse;10;0.015;99;108
45;insertionSort;OrderedInverse;100;0.041;9999;10098
45;insertionSort;OrderedInverse;1000;2.655;999999;1000998
45;insertionSort;OrderedInverse;10000;170.77;99999999;100009998
45;insertionSort;AlmostOrdered;10;0.003;39;39
45;insertionSort;AlmostOrdered;100;0.004;1605;1605
45;insertionSort;AlmostOrdered;1000;0.284;128789;128789
45;insertionSort;AlmostOrdered;10000;21.32;12463553;12463553
45;insertionSort;Random;10;0.002;65;67
45;insertionSort;Random;100;0.013;5299;5301
45;insertionSort;Random;1000;1.514;486069;486073
45;insertionSort;Random;10000;86.042;50390015;50390024
