Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
5;quickSort;Ordered;10;0.01;117;200
5;quickSort;Ordered;100;0.39;10197;11090
5;quickSort;Ordered;1000;7.646;1001997;1010990
5;quickSort;Ordered;10000;408.56;100019997;100109990
5;quickSort;OrderedInverse;10;0.011;92;150
5;quickSort;OrderedInverse;100;0.263;7697;6090
5;quickSort;OrderedInverse;1000;5.871;751997;510990
5;quickSort;OrderedInverse;10000;269.86;75019997;50109990
5;quickSort;AlmostOrdered;10;0.005;81;144
5;quickSort;AlmostOrdered;100;0.096;3535;4140
5;quickSort;AlmostOrdered;1000;1.355;266468;271720
5;quickSort;AlmostOrdered;10000;145.05;25217178;25256598
5;quickSort;Random;10;0.029;51;100
5;quickSort;Random;100;0.219;1158;1434
5;quickSort;Random;1000;0.628;18687;19492
5;quickSort;Random;10000;52.723;252478;236122
