Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
14;mergeSort;Ordered;10;0.006;134;164
14;mergeSort;Ordered;100;0.09;2275;2575
14;mergeSort;Ordered;1000;0.663;31964;34964
14;mergeSort;Ordered;10000;40.085;428984;458984
14;mergeSort;OrderedInverse;10;0.029;134;164
14;mergeSort;OrderedInverse;100;0.116;2275;2575
14;mergeSort;OrderedInverse;1000;0.689;31964;34964
14;mergeSort;OrderedInverse;10000;39.995;428984;458984
14;mergeSort;AlmostOrdered;10;0.009;134;164
14;mergeSort;AlmostOrdered;100;0.112;2275;2575
14;mergeSort;AlmostOrdered;1000;1.1;31964;34964
14;mergeSort;AlmostOrdered;10000;40.671;428984;458984
14;mergeSort;Random;10;0.033;134;164
14;mergeSort;Random;100;0.149;2275;2575
14;mergeSort;Random;1000;0.569;31964;34964
14;mergeSort;Random;10000;40.38;428984;458984
