Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
24;mergeSort;Ordered;10;0.007;134;164
24;mergeSort;Ordered;100;0.127;2275;2575
24;mergeSort;Ordered;1000;0.791;31964;34964
24;mergeSort;Ordered;10000;40.634;428984;458984
24;mergeSort;OrderedInverse;10;0.005;134;164
24;mergeSort;OrderedInverse;100;0.069;2275;2575
24;mergeSort;OrderedInverse;1000;0.534;31964;34964
24;mergeSort;OrderedInverse;10000;39.889;428984;458984
24;mergeSort;AlmostOrdered;10;0.005;134;164
24;mergeSort;AlmostOrdered;100;0.065;2275;2575
24;mergeSort;AlmostOrdered;1000;0.552;31964;34964
24;mergeSort;AlmostOrdered;10000;40.219;428984;458984
24;mergeSort;Random;10;0.005;134;164
24;mergeSort;Random;100;0.103;2275;2575
24;mergeSort;Random;1000;0.683;31964;34964
24;mergeSort;Random;10000;40.684;428984;458984
