Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
10;splaySort;Ordered;10;0.005;56;88
10;splaySort;Ordered;100;0.055;596;898
10;splaySort;Ordered;1000;0.224;5996;8998
10;splaySort;Ordered;10000;1.034;59996;89998
10;splaySort;OrderedInverse;10;0.02;56;88
10;splaySort;OrderedInverse;100;0.034;596;898
10;splaySort;OrderedInverse;1000;0.181;5996;8998
10;splaySort;OrderedInverse;10000;0.981;59996;89998
10;splaySort;AlmostOrdered;10;0.004;62;96
10;splaySort;AlmostOrdered;100;0.058;1248;1883
10;splaySort;AlmostOrdered;1000;0.327;21839;33210
10;splaySort;AlmostOrdered;10000;2.855;315325;477661
10;splaySort;Random;10;0.004;102;158
10;splaySort;Random;100;0.078;2616;3980
10;splaySort;Random;1000;0.421;43534;66140
10;splaySort;Random;10000;5.585;630910;956431
