Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
20;selectionSort;Ordered;10;0.027;63;0
20;selectionSort;Ordered;100;0.013;5148;0
20;selectionSort;Ordered;1000;1.064;501498;0
20;selectionSort;Ordered;10000;89.315;50014998;0
20;selectionSort;OrderedInverse;100;0.106;7648;2650
20;selectionSort;OrderedInverse;10;0.016;88;40
20;selectionSort;OrderedInverse;1000;1.116;751498;251500
20;selectionSort;OrderedInverse;10000;94.209;75014998;25015000
20;selectionSort;AlmostOrdered;10;0.003;67;13
20;selectionSort;AlmostOrdered;100;0.022;5272;250
20;selectionSort;AlmostOrdered;1000;1.701;503843;3833
20;selectionSort;AlmostOrdered;10000;90.513;50051279;51269
20;selectionSort;Random;100;0.062;5529;675
20;selectionSort;Random;10;0.005;74;32
20;selectionSort;Random;1000;1.093;507097;8578
20;selectionSort;Random;10000;89.563;50093539;108502
