Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
20;mergeSort;Ordered;10;0.006;134;164
20;mergeSort;Ordered;100;0.133;2275;2575
20;mergeSort;Ordered;1000;0.784;31964;34964
20;mergeSort;Ordered;10000;40.341;428984;458984
20;mergeSort;OrderedInverse;10;0.006;134;164
20;mergeSort;OrderedInverse;100;0.199;2275;2575
20;mergeSort;OrderedInverse;1000;0.859;31964;34964
20;mergeSort;OrderedInverse;10000;40.097;428984;458984
20;mergeSort;AlmostOrdered;100;0.158;2275;2575
20;mergeSort;AlmostOrdered;10;0.051;134;164
20;mergeSort;AlmostOrdered;1000;0.591;31964;34964
20;mergeSort;AlmostOrdered;10000;40.075;428984;458984
20;mergeSort;Random;10;0.007;134;164
20;mergeSort;Random;100;0.03;2275;2575
20;mergeSort;Random;1000;0.561;31964;34964
20;mergeSort;Random;10000;40.489;428984;458984
