Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
47;selectionSort;Ordered;10;0.001;63;0
47;selectionSort;Ordered;100;0.021;5148;0
47;selectionSort;Ordered;1000;1.081;501498;0
47;selectionSort;Ordered;10000;89.793;50014998;0
47;selectionSort;OrderedInverse;10;0.07;88;40
47;selectionSort;OrderedInverse;100;0.027;7648;2650
47;selectionSort;OrderedInverse;1000;1.27;751498;251500
47;selectionSort;OrderedInverse;10000;94.245;75014998;25015000
47;selectionSort;AlmostOrdered;10;0.003;67;13
47;selectionSort;AlmostOrdered;100;0.015;5295;291
47;selectionSort;AlmostOrdered;1000;1.113;503857;3841
47;selectionSort;AlmostOrdered;10000;89.354;50050517;50495
47;selectionSort;Random;10;0.006;74;32
47;selectionSort;Random;100;0.083;5497;631
47;selectionSort;Random;1000;1.889;506865;8340
47;selectionSort;Random;10000;90.518;50094723;109701
