Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
6;splaySort;Ordered;10;0.071;56;88
6;splaySort;Ordered;100;0.019;596;898
6;splaySort;Ordered;1000;0.278;5996;8998
6;splaySort;Ordered;10000;1.077;59996;89998
6;splaySort;OrderedInverse;10;0.057;56;88
6;splaySort;OrderedInverse;100;0.068;596;898
6;splaySort;OrderedInverse;1000;0.202;5996;8998
6;splaySort;OrderedInverse;10000;0.873;59996;89998
6;splaySort;AlmostOrdered;10;0.004;65;100
6;splaySort;AlmostOrdered;100;0.068;1394;2119
6;splaySort;AlmostOrdered;1000;0.301;22139;33561
6;splaySort;AlmostOrdered;10000;2.76;316179;478964
6;splaySort;Random;10;0.006;103;163
6;splaySort;Random;100;0.1;2521;3833
6;splaySort;Random;1000;0.519;44085;66865
6;splaySort;Random;10000;5.433;631789;956565
