Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
19;splaySort;Ordered;10;0.009;56;88
19;splaySort;Ordered;100;0.037;596;898
19;splaySort;Ordered;1000;0.149;5996;8998
19;splaySort;Ordered;10000;0.946;59996;89998
19;splaySort;OrderedInverse;10;0.018;56;88
19;splaySort;OrderedInverse;100;0.042;596;898
19;splaySort;OrderedInverse;1000;0.148;5996;8998
19;splaySort;OrderedInverse;10000;0.969;59996;89998
19;splaySort;AlmostOrdered;10;0.006;76;118
19;splaySort;AlmostOrdered;100;0.059;1274;1939
19;splaySort;AlmostOrdered;1000;0.304;21925;33166
19;splaySort;AlmostOrdered;10000;2.954;316842;479388
19;splaySort;Random;10;0.004;104;162
19;splaySort;Random;100;0.142;2561;3878
19;splaySort;Random;1000;0.39;43913;66679
19;splaySort;Random;10000;5.213;631110;956478
