Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
41;quickSort;Ordered;10;0.021;117;200
41;quickSort;Ordered;100;0.241;10197;11090
41;quickSort;Ordered;1000;3.253;1001997;1010990
41;quickSort;Ordered;10000;365.87;100019997;100109990
41;quickSort;OrderedInverse;10;0.006;92;150
41;quickSort;OrderedInverse;100;0.219;7697;6090
41;quickSort;OrderedInverse;1000;2.684;751997;510990
41;quickSort;OrderedInverse;10000;277.975;75019997;50109990
41;quickSort;AlmostOrdered;10;0.019;88;160
41;quickSort;AlmostOrdered;100;0.189;3476;4052
41;quickSort;AlmostOrdered;1000;1.335;265660;270934
41;quickSort;AlmostOrdered;10000;131.033;25210420;25253784
41;quickSort;Random;10;0.027;50;88
41;quickSort;Random;100;0.059;1168;1452
41;quickSort;Random;1000;0.744;18290;19400
41;quickSort;Random;10000;52.162;254927;237154
