Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
39;bubbleSort;Ordered;100;0.002;101;3
39;bubbleSort;Ordered;10;0.003;11;3
39;bubbleSort;Ordered;1000;0.098;1001;3
39;bubbleSort;Ordered;10000;0.039;10001;3
39;bubbleSort;OrderedInverse;10;0.015;99;191
39;bubbleSort;OrderedInverse;100;0.237;9999;19901
39;bubbleSort;OrderedInverse;1000;3.369;999999;1999001
39;bubbleSort;OrderedInverse;10000;266.868;99999999;199990001
39;bubbleSort;AlmostOrdered;10;0.003;33;25
39;bubbleSort;AlmostOrdered;100;0.023;4194;2779
39;bubbleSort;AlmostOrdered;1000;1.131;425322;247867
39;bubbleSort;AlmostOrdered;10000;101.552;43275171;24891613
39;bubbleSort;Random;10;0.002;64;80
39;bubbleSort;Random;100;0.03;7545;10099
39;bubbleSort;Random;1000;2.198;750075;1002073
39;bubbleSort;Random;10000;255.335;74816110;99296054
