Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
21;splaySort;Ordered;10;0.005;56;88
21;splaySort;Ordered;100;0.01;596;898
21;splaySort;Ordered;1000;0.196;5996;8998
21;splaySort;Ordered;10000;0.929;59996;89998
21;splaySort;OrderedInverse;10;0.006;56;88
21;splaySort;OrderedInverse;100;0.028;596;898
21;splaySort;OrderedInverse;1000;0.283;5996;8998
21;splaySort;OrderedInverse;10000;0.979;59996;89998
21;splaySort;AlmostOrdered;10;0.004;67;105
21;splaySort;AlmostOrdered;100;0.04;1304;1982
21;splaySort;AlmostOrdered;1000;0.284;21805;33016
21;splaySort;AlmostOrdered;10000;2.928;316241;479243
21;splaySort;Random;10;0.03;86;131
21;splaySort;Random;100;0.167;2519;3810
21;splaySort;Random;1000;0.494;43561;66143
21;splaySort;Random;10000;5.385;632579;958872
