Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
22;insertionSort;Ordered;10;0.004;27;27
22;insertionSort;Ordered;100;0.003;297;297
22;insertionSort;Ordered;1000;0.042;2997;2997
22;insertionSort;Ordered;10000;0.053;29997;29997
22;insertionSort;OrderedInverse;10;0.003;99;108
22;insertionSort;OrderedInverse;100;0.154;9999;10098
22;insertionSort;OrderedInverse;1000;1.825;999999;1000998
22;insertionSort;OrderedInverse;10000;171.753;99999999;100009998
22;insertionSort;AlmostOrdered;10;0.001;35;35
22;insertionSort;AlmostOrdered;100;0.004;1475;1475
22;insertionSort;AlmostOrdered;1000;0.551;129497;129497
22;insertionSort;AlmostOrdered;10000;25.391;12293523;12293523
22;insertionSort;Random;10;0.001;61;64
22;insertionSort;Random;100;0.011;5425;5431
22;insertionSort;Random;1000;1.043;520845;520854
22;insertionSort;Random;10000;86.268;50192725;50192735
