Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
4;splaySort;Ordered;10;0.004;56;88
4;splaySort;Ordered;100;0.009;596;898
4;splaySort;Ordered;1000;0.196;5996;8998
4;splaySort;Ordered;10000;0.985;59996;89998
4;splaySort;OrderedInverse;10;0.003;56;88
4;splaySort;OrderedInverse;100;0.009;596;898
4;splaySort;OrderedInverse;1000;0.171;5996;8998
4;splaySort;OrderedInverse;10000;0.908;59996;89998
4;splaySort;AlmostOrdered;10;0.003;69;104
4;splaySort;AlmostOrdered;100;0.052;1290;1967
4;splaySort;AlmostOrdered;1000;0.338;22252;33723
4;splaySort;AlmostOrdered;10000;2.843;315445;477416
4;splaySort;Random;10;0.006;99;153
4;splaySort;Random;100;0.095;2427;3671
4;splaySort;Random;1000;0.612;43118;65406
4;splaySort;Random;10000;7.47;630636;955746
