Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
40;heapSort;Ordered;10;0.178;47;151
40;heapSort;Ordered;100;0.375;966;2732
40;heapSort;Ordered;1000;0.927;14852;39058
40;heapSort;Ordered;10000;59.098;197606;510854
40;heapSort;OrderedInverse;10;0.005;43;119
40;heapSort;OrderedInverse;100;0.073;872;2280
40;heapSort;OrderedInverse;1000;0.647;13613;33895
40;heapSort;OrderedInverse;10000;58.712;186205;456269
40;heapSort;AlmostOrdered;10;0.004;44;144
40;heapSort;AlmostOrdered;100;0.086;926;2616
40;heapSort;AlmostOrdered;1000;0.731;14316;37802
40;heapSort;AlmostOrdered;10000;58.816;193046;494954
40;heapSort;Random;10;0.024;47;137
40;heapSort;Random;100;0.107;928;2474
40;heapSort;Random;1000;0.756;14363;36933
40;heapSort;Random;10000;59.095;193295;484595
