Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
11;bubbleSort;Ordered;100;0.065;101;3
11;bubbleSort;Ordered;10;0.033;11;3
11;bubbleSort;Ordered;1000;0.031;1001;3
11;bubbleSort;Ordered;10000;0.033;10001;3
11;bubbleSort;OrderedInverse;10;0.003;99;191
11;bubbleSort;OrderedInverse;100;0.111;9999;19901
11;bubbleSort;OrderedInverse;1000;2.885;999999;1999001
11;bubbleSort;OrderedInverse;10000;271.404;99999999;199990001
11;bubbleSort;AlmostOrdered;10;0.003;47;31
11;bubbleSort;AlmostOrdered;100;0.015;4027;2111
11;bubbleSort;AlmostOrdered;1000;1.14;427511;248283
11;bubbleSort;AlmostOrdered;10000;101.796;43446975;24545824
11;bubbleSort;Random;10;0.003;83;127
11;bubbleSort;Random;100;0.088;7498;9968
11;bubbleSort;Random;1000;2.305;739785;963598
11;bubbleSort;Random;10000;254.108;74822839;99425270
