Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
34;bubbleSort;Ordered;10;0.003;11;3
34;bubbleSort;Ordered;100;0.004;101;3
34;bubbleSort;Ordered;1000;0.004;1001;3
34;bubbleSort;Ordered;10000;0.05;10001;3
34;bubbleSort;OrderedInverse;10;0.002;99;191
34;bubbleSort;OrderedInverse;100;0.061;9999;19901
34;bubbleSort;OrderedInverse;1000;2.633;999999;1999001
34;bubbleSort;OrderedInverse;10000;265.533;99999999;199990001
34;bubbleSort;AlmostOrdered;100;0.057;4119;2702
34;bubbleSort;AlmostOrdered;10;0.004;46;27
34;bubbleSort;AlmostOrdered;1000;1.031;423817;262977
34;bubbleSort;AlmostOrdered;10000;105.29;43478264;24852519
34;bubbleSort;Random;10;0.002;88;143
34;bubbleSort;Random;100;0.076;7435;9891
34;bubbleSort;Random;1000;2.057;749613;999403
34;bubbleSort;Random;10000;260.167;75316402;101255616
