Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
40;selectionSort;Ordered;10;0.038;63;0
40;selectionSort;Ordered;100;0.12;5148;0
40;selectionSort;Ordered;1000;0.964;501498;0
40;selectionSort;Ordered;10000;89.222;50014998;0
40;selectionSort;OrderedInverse;10;0.002;88;40
40;selectionSort;OrderedInverse;100;0.014;7648;2650
40;selectionSort;OrderedInverse;1000;1.14;751498;251500
40;selectionSort;OrderedInverse;10000;94.401;75014998;25015000
40;selectionSort;AlmostOrdered;10;0.005;68;17
40;selectionSort;AlmostOrdered;100;0.056;5263;235
40;selectionSort;AlmostOrdered;1000;1.756;503882;3872
40;selectionSort;AlmostOrdered;10000;90.745;50050708;50692
40;selectionSort;Random;10;0.022;78;36
40;selectionSort;Random;100;0.052;5494;625
40;selectionSort;Random;1000;1.338;507258;8739
40;selectionSort;Random;10000;89.644;50092893;107874
