Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
7;quickSort;Ordered;10;0.107;117;200
7;quickSort;Ordered;100;0.446;10197;11090
7;quickSort;Ordered;1000;5.318;1001997;1010990
7;quickSort;Ordered;10000;397.173;100019997;100109990
7;quickSort;OrderedInverse;10;0.006;92;150
7;quickSort;OrderedInverse;100;0.119;7697;6090
7;quickSort;OrderedInverse;1000;5.81;751997;510990
7;quickSort;OrderedInverse;10000;267.849;75019997;50109990
7;quickSort;AlmostOrdered;10;0.068;81;144
7;quickSort;AlmostOrdered;100;0.217;3648;4300
7;quickSort;AlmostOrdered;1000;1.548;266913;272246
7;quickSort;AlmostOrdered;10000;136.224;25209686;25250144
7;quickSort;Random;10;0.006;67;124
7;quickSort;Random;100;0.093;1092;1416
7;quickSort;Random;1000;0.705;19945;19850
7;quickSort;Random;10000;53.333;268631;229370
