Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
13;splaySort;Ordered;100;0.068;596;898
13;splaySort;Ordered;10;0.007;56;88
13;splaySort;Ordered;1000;0.291;5996;8998
13;splaySort;Ordered;10000;0.939;59996;89998
13;splaySort;OrderedInverse;10;0.003;56;88
13;splaySort;OrderedInverse;100;0.022;596;898
13;splaySort;OrderedInverse;1000;0.232;5996;8998
13;splaySort;OrderedInverse;10000;0.927;59996;89998
13;splaySort;AlmostOrdered;10;0.028;70;110
13;splaySort;AlmostOrdered;100;0.033;1347;2046
13;splaySort;AlmostOrdered;1000;0.434;22147;33499
13;splaySort;AlmostOrdered;10000;2.829;316680;479675
13;splaySort;Random;10;0.004;121;184
13;splaySort;Random;100;0.082;2534;3886
13;splaySort;Random;1000;0.473;43617;66159
13;splaySort;Random;10000;5.309;630127;954956
