Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
3;selectionSort;Ordered;10;0.003;63;0
3;selectionSort;Ordered;100;0.059;5148;0
3;selectionSort;Ordered;1000;1.76;501498;0
3;selectionSort;Ordered;10000;92.529;50014998;0
3;selectionSort;OrderedInverse;10;0.002;88;40
3;selectionSort;OrderedInverse;100;0.013;7648;2650
3;selectionSort;OrderedInverse;1000;1.108;751498;251500
3;selectionSort;OrderedInverse;10000;94.581;75014998;25015000
3;selectionSort;AlmostOrdered;10;0.002;68;14
3;selectionSort;AlmostOrdered;100;0.052;5276;266
3;selectionSort;AlmostOrdered;1000;1.067;503872;3850
3;selectionSort;AlmostOrdered;10000;89.596;50050338;50322
3;selectionSort;Random;10;0.002;76;37
3;selectionSort;Random;100;0.051;5469;606
3;selectionSort;Random;1000;1.091;507125;8609
3;selectionSort;Random;10000;89.508;50091651;106602
