Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
17;splaySort;Ordered;10;0.015;56;88
17;splaySort;Ordered;100;0.175;596;898
17;splaySort;Ordered;1000;0.231;5996;8998
17;splaySort;Ordered;10000;1.068;59996;89998
17;splaySort;OrderedInverse;100;0.025;596;898
17;splaySort;OrderedInverse;10;0.008;56;88
17;splaySort;OrderedInverse;1000;0.24;5996;8998
17;splaySort;OrderedInverse;10000;1.048;59996;89998
17;splaySort;AlmostOrdered;10;0.004;70;109
17;splaySort;AlmostOrdered;100;0.032;1347;2058
17;splaySort;AlmostOrdered;1000;0.405;21993;33399
17;splaySort;AlmostOrdered;10000;3.007;315007;476914
17;splaySort;Random;10;0.015;98;153
17;splaySort;Random;100;0.113;2616;3983
17;splaySort;Random;1000;0.605;43816;66568
17;splaySort;Random;10000;5.244;630712;955944
