Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
21;mergeSort;Ordered;10;0.006;134;164
21;mergeSort;Ordered;100;0.105;2275;2575
21;mergeSort;Ordered;1000;0.636;31964;34964
21;mergeSort;Ordered;10000;39.986;428984;458984
21;mergeSort;OrderedInverse;10;0.007;134;164
21;mergeSort;OrderedInverse;100;0.206;2275;2575
21;mergeSort;OrderedInverse;1000;0.522;31964;34964
21;mergeSort;OrderedInverse;10000;39.889;428984;458984
21;mergeSort;AlmostOrdered;10;0.004;134;164
21;mergeSort;AlmostOrdered;100;0.075;2275;2575
21;mergeSort;AlmostOrdered;1000;0.518;31964;34964
21;mergeSort;AlmostOrdered;10000;40.299;428984;458984
21;mergeSort;Random;10;0.006;134;164
21;mergeSort;Random;100;0.075;2275;2575
21;mergeSort;Random;1000;0.62;31964;34964
21;mergeSort;Random;10000;40.41;428984;458984
