Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
35;selectionSort;Ordered;10;0.002;63;0
35;selectionSort;Ordered;100;0.012;5148;0
35;selectionSort;Ordered;1000;0.972;501498;0
35;selectionSort;Ordered;10000;89.237;50014998;0
35;selectionSort;OrderedInverse;10;0.004;88;40
35;selectionSort;OrderedInverse;100;0.088;7648;2650
35;selectionSort;OrderedInverse;1000;1.305;751498;251500
35;selectionSort;OrderedInverse;10000;94.586;75014998;25015000
35;selectionSort;AlmostOrdered;10;0.003;68;17
35;selectionSort;AlmostOrdered;100;0.013;5262;243
35;selectionSort;AlmostOrdered;1000;1.101;503874;3858
35;selectionSort;AlmostOrdered;10000;89.693;50051039;51005
35;selectionSort;Random;10;0.025;77;41
35;selectionSort;Random;100;0.031;5457;600
35;selectionSort;Random;1000;1.134;506907;8382
35;selectionSort;Random;10000;89.276;50095271;110243
