Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
44;heapSort;Ordered;10;0.046;47;151
44;heapSort;Ordered;100;0.125;966;2732
44;heapSort;Ordered;1000;0.636;14852;39058
44;heapSort;Ordered;10000;59.08;197606;510854
44;heapSort;OrderedInverse;10;0.006;43;119
44;heapSort;OrderedInverse;100;0.185;872;2280
44;heapSort;OrderedInverse;1000;0.65;13613;33895
44;heapSort;OrderedInverse;10000;58.818;186205;456269
44;heapSort;AlmostOrdered;10;0.068;44;150
44;heapSort;AlmostOrdered;100;0.111;939;2629
44;heapSort;AlmostOrdered;1000;0.759;14408;37812
44;heapSort;AlmostOrdered;10000;58.709;193092;494600
44;heapSort;Random;10;0.109;41;135
44;heapSort;Random;100;0.087;933;2499
44;heapSort;Random;1000;1.568;14364;36850
44;heapSort;Random;10000;59.065;193131;484651
