Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
4;heapSort;Ordered;10;0.005;47;151
4;heapSort;Ordered;100;0.08;966;2732
4;heapSort;Ordered;1000;0.657;14852;39058
4;heapSort;Ordered;10000;60.04;197606;510854
4;heapSort;OrderedInverse;10;0.005;43;119
4;heapSort;OrderedInverse;100;0.074;872;2280
4;heapSort;OrderedInverse;1000;0.639;13613;33895
4;heapSort;OrderedInverse;10000;62.64;186205;456269
4;heapSort;AlmostOrdered;10;0.005;44;146
4;heapSort;AlmostOrdered;100;0.078;924;2602
4;heapSort;AlmostOrdered;1000;0.61;14315;37741
4;heapSort;AlmostOrdered;10000;58.885;193122;494990
4;heapSort;Random;10;0.004;44;146
4;heapSort;Random;100;0.087;947;2551
4;heapSort;Random;1000;0.628;14373;36767
4;heapSort;Random;10000;62.806;192984;484222
