Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
16;insertionSort;Ordered;100;0.002;297;297
16;insertionSort;Ordered;10;0.284;27;27
16;insertionSort;Ordered;1000;0.205;2997;2997
16;insertionSort;Ordered;10000;0.098;29997;29997
16;insertionSort;OrderedInverse;10;0.002;99;108
16;insertionSort;OrderedInverse;100;0.095;9999;10098
16;insertionSort;OrderedInverse;1000;3.421;999999;1000998
16;insertionSort;OrderedInverse;10000;170.989;99999999;100009998
16;insertionSort;AlmostOrdered;10;0.004;31;31
16;insertionSort;AlmostOrdered;100;0.008;1353;1353
16;insertionSort;AlmostOrdered;1000;0.618;127691;127691
16;insertionSort;AlmostOrdered;10000;21.887;12575547;12575547
16;insertionSort;Random;10;0.017;67;69
16;insertionSort;Random;100;0.048;5599;5604
16;insertionSort;Random;1000;2.243;499465;499467
16;insertionSort;Random;10000;86.031;49637835;49637847
