Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
12;insertionSort;Ordered;10;0.038;27;27
12;insertionSort;Ordered;100;0.004;297;297
12;insertionSort;Ordered;1000;0.011;2997;2997
12;insertionSort;Ordered;10000;0.065;29997;29997
12;insertionSort;OrderedInverse;10;0.002;99;108
12;insertionSort;OrderedInverse;100;0.076;9999;10098
12;insertionSort;OrderedInverse;1000;1.941;999999;1000998
12;insertionSort;OrderedInverse;10000;170.978;99999999;100009998
12;insertionSort;AlmostOrdered;10;0.002;33;33
12;insertionSort;AlmostOrdered;100;0.007;1593;1593
12;insertionSort;AlmostOrdered;1000;0.376;125829;125829
12;insertionSort;AlmostOrdered;10000;21.699;12630127;12630127
12;insertionSort;Random;10;0.004;59;62
12;insertionSort;Random;100;0.134;5605;5608
12;insertionSort;Random;1000;0.998;505679;505683
12;insertionSort;Random;10000;86.248;50317243;50317250
