Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
42;bubbleSort;Ordered;10;0.028;11;3
42;bubbleSort;Ordered;1000;0.034;1001;3
42;bubbleSort;Ordered;100;0.004;101;3
42;bubbleSort;Ordered;10000;0.055;10001;3
42;bubbleSort;OrderedInverse;10;0.003;99;191
42;bubbleSort;OrderedInverse;100;0.075;9999;19901
42;bubbleSort;OrderedInverse;1000;2.796;999999;1999001
42;bubbleSort;OrderedInverse;10000;267.182;99999999;199990001
42;bubbleSort;AlmostOrdered;10;0.001;38;18
42;bubbleSort;AlmostOrdered;100;0.086;4365;2611
42;bubbleSort;AlmostOrdered;1000;1.133;414204;237395
42;bubbleSort;AlmostOrdered;10000;100.867;42844229;24705870
42;bubbleSort;Random;10;0.003;69;100
42;bubbleSort;Random;100;0.117;7535;10116
42;bubbleSort;Random;1000;2.152;743238;976228
42;bubbleSort;Random;10000;255.194;74901973;99602168
