Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
36;mergeSort;Ordered;10;0.007;134;164
36;mergeSort;Ordered;100;0.081;2275;2575
36;mergeSort;Ordered;1000;0.592;31964;34964
36;mergeSort;Ordered;10000;40.473;428984;458984
36;mergeSort;OrderedInverse;10;0.01;134;164
36;mergeSort;OrderedInverse;100;0.044;2275;2575
36;mergeSort;OrderedInverse;1000;1.158;31964;34964
36;mergeSort;OrderedInverse;10000;41.23;428984;458984
36;mergeSort;AlmostOrdered;10;0.004;134;164
36;mergeSort;AlmostOrdered;100;0.096;2275;2575
36;mergeSort;AlmostOrdered;1000;0.589;31964;34964
36;mergeSort;AlmostOrdered;10000;40.715;428984;458984
36;mergeSort;Random;10;0.005;134;164
36;mergeSort;Random;100;0.095;2275;2575
36;mergeSort;Random;1000;0.609;31964;34964
36;mergeSort;Random;10000;40.407;428984;458984
