Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
22;mergeSort;Ordered;10;0.007;134;164
22;mergeSort;Ordered;100;0.068;2275;2575
22;mergeSort;Ordered;1000;0.609;31964;34964
22;mergeSort;Ordered;10000;40.033;428984;458984
22;mergeSort;OrderedInverse;10;0.005;134;164
22;mergeSort;OrderedInverse;100;0.159;2275;2575
22;mergeSort;OrderedInverse;1000;0.548;31964;34964
22;mergeSort;OrderedInverse;10000;40.071;428984;458984
22;mergeSort;AlmostOrdered;10;0.004;134;164
22;mergeSort;AlmostOrdered;100;0.07;2275;2575
22;mergeSort;AlmostOrdered;1000;0.536;31964;34964
22;mergeSort;AlmostOrdered;10000;40.52;428984;458984
22;mergeSort;Random;10;0.008;134;164
22;mergeSort;Random;100;0.191;2275;2575
22;mergeSort;Random;1000;1.038;31964;34964
22;mergeSort;Random;10000;41.114;428984;458984
