Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
11;heapSort;Ordered;10;0.016;47;151
11;heapSort;Ordered;100;0.102;966;2732
11;heapSort;Ordered;1000;0.83;14852;39058
11;heapSort;Ordered;10000;58.548;197606;510854
11;heapSort;OrderedInverse;10;0.057;43;119
11;heapSort;OrderedInverse;100;0.132;872;2280
11;heapSort;OrderedInverse;1000;0.795;13613;33895
11;heapSort;OrderedInverse;10000;58.834;186205;456269
11;heapSort;AlmostOrdered;10;0.083;41;149
11;heapSort;AlmostOrdered;100;0.147;923;2649
11;heapSort;AlmostOrdered;1000;0.86;14332;37828
11;heapSort;AlmostOrdered;10000;59.196;192901;494311
11;heapSort;Random;10;0.023;46;142
11;heapSort;Random;100;0.087;940;2510
11;heapSort;Random;1000;0.745;14377;36945
11;heapSort;Random;10000;58.504;193095;484609
