Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
36;quickSort;Ordered;10;0.006;117;200
36;quickSort;Ordered;100;0.147;10197;11090
36;quickSort;Ordered;1000;3.43;1001997;1010990
36;quickSort;Ordered;10000;349.584;100019997;100109990
36;quickSort;OrderedInverse;10;0.007;92;150
36;quickSort;OrderedInverse;100;0.178;7697;6090
36;quickSort;OrderedInverse;1000;3.24;751997;510990
36;quickSort;OrderedInverse;10000;271.041;75019997;50109990
36;quickSort;AlmostOrdered;10;0.006;64;128
36;quickSort;AlmostOrdered;100;0.121;3382;4000
36;quickSort;AlmostOrdered;1000;1.949;267205;272668
36;quickSort;AlmostOrdered;10000;131.098;25244554;25285120
36;quickSort;Random;10;0.005;51;90
36;quickSort;Random;100;0.14;1183;1546
36;quickSort;Random;1000;0.709;16908;17980
36;quickSort;Random;10000;52.149;249450;233852
