Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
15;mergeSort;Ordered;10;0.03;134;164
15;mergeSort;Ordered;100;0.091;2275;2575
15;mergeSort;Ordered;1000;0.629;31964;34964
15;mergeSort;Ordered;10000;39.93;428984;458984
15;mergeSort;OrderedInverse;10;0.008;134;164
15;mergeSort;OrderedInverse;100;0.135;2275;2575
15;mergeSort;OrderedInverse;1000;0.661;31964;34964
15;mergeSort;OrderedInverse;10000;39.799;428984;458984
15;mergeSort;AlmostOrdered;10;0.007;134;164
15;mergeSort;AlmostOrdered;100;0.234;2275;2575
15;mergeSort;AlmostOrdered;1000;0.798;31964;34964
15;mergeSort;AlmostOrdered;10000;40.729;428984;458984
15;mergeSort;Random;10;0.026;134;164
15;mergeSort;Random;100;0.031;2275;2575
15;mergeSort;Random;1000;0.679;31964;34964
15;mergeSort;Random;10000;40.499;428984;458984
