Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
9;selectionSort;Ordered;10;0.004;63;0
9;selectionSort;Ordered;100;0.013;5148;0
9;selectionSort;Ordered;1000;0.953;501498;0
9;selectionSort;Ordered;10000;89.63;50014998;0
9;selectionSort;OrderedInverse;100;0.015;7648;2650
9;selectionSort;OrderedInverse;10;0.057;88;40
9;selectionSort;OrderedInverse;1000;1.022;751498;251500
9;selectionSort;OrderedInverse;10000;95.731;75014998;25015000
9;selectionSort;AlmostOrdered;10;0.004;68;17
9;selectionSort;AlmostOrdered;100;0.048;5263;250
9;selectionSort;AlmostOrdered;1000;1.058;503857;3832
9;selectionSort;AlmostOrdered;10000;89.352;50050786;50755
9;selectionSort;Random;10;0.002;78;42
9;selectionSort;Random;100;0.046;5486;632
9;selectionSort;Random;1000;1.02;506982;8460
9;selectionSort;Random;10000;89.503;50094138;109125
