Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
12;mergeSort;Ordered;10;0.009;134;164
12;mergeSort;Ordered;100;0.09;2275;2575
12;mergeSort;Ordered;1000;0.513;31964;34964
12;mergeSort;Ordered;10000;40.02;428984;458984
12;mergeSort;OrderedInverse;10;0.004;134;164
12;mergeSort;OrderedInverse;100;0.076;2275;2575
12;mergeSort;OrderedInverse;1000;0.593;31964;34964
12;mergeSort;OrderedInverse;10000;40.216;428984;458984
12;mergeSort;AlmostOrdered;10;0.005;134;164
12;mergeSort;AlmostOrdered;100;0.046;2275;2575
12;mergeSort;AlmostOrdered;1000;0.583;31964;34964
12;mergeSort;AlmostOrdered;10000;40.137;428984;458984
12;mergeSort;Random;10;0.026;134;164
12;mergeSort;Random;100;0.038;2275;2575
12;mergeSort;Random;1000;0.718;31964;34964
12;mergeSort;Random;10000;40.385;428984;458984
