Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
26;selectionSort;Ordered;100;0.111;5148;0
26;selectionSort;Ordered;10;0.003;63;0
26;selectionSort;Ordered;1000;1.205;501498;0
26;selectionSort;Ordered;10000;90.043;50014998;0
26;selectionSort;OrderedInverse;10;0.003;88;40
26;selectionSort;OrderedInverse;100;0.013;7648;2650
26;selectionSort;OrderedInverse;1000;1.797;751498;251500
26;selectionSort;OrderedInverse;10000;94.605;75014998;25015000
26;selectionSort;AlmostOrdered;10;0.003;67;10
26;selectionSort;AlmostOrdered;100;0.085;5258;251
26;selectionSort;AlmostOrdered;1000;0.945;503805;3783
26;selectionSort;AlmostOrdered;10000;90.141;50050721;50696
26;selectionSort;Random;10;0.003;75;27
26;selectionSort;Random;100;0.018;5455;592
26;selectionSort;Random;1000;1.135;507000;8484
26;selectionSort;Random;10000;89.552;50093934;108903
