Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
3;splaySort;Ordered;10;0.004;56;88
3;splaySort;Ordered;100;0.009;596;898
3;splaySort;Ordered;1000;0.171;5996;8998
3;splaySort;Ordered;10000;0.812;59996;89998
3;splaySort;OrderedInverse;10;0.007;56;88
3;splaySort;OrderedInverse;100;0.009;596;898
3;splaySort;OrderedInverse;1000;0.3;5996;8998
3;splaySort;OrderedInverse;10000;0.975;59996;89998
3;splaySort;AlmostOrdered;10;0.004;67;105
3;splaySort;AlmostOrdered;100;0.055;1315;1998
3;splaySort;AlmostOrdered;1000;0.278;22207;33519
3;splaySort;AlmostOrdered;10000;2.857;315575;477777
3;splaySort;Random;10;0.007;97;148
3;splaySort;Random;100;0.09;2528;3851
3;splaySort;Random;1000;0.696;43650;66268
3;splaySort;Random;10000;5.407;633474;960481
