Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
50;insertionSort;Ordered;10;0.017;27;27
50;insertionSort;Ordered;100;0.004;297;297
50;insertionSort;Ordered;1000;0.019;2997;2997
50;insertionSort;Ordered;10000;0.063;29997;29997
50;insertionSort;OrderedInverse;10;0.003;99;108
50;insertionSort;OrderedInverse;100;0.128;9999;10098
50;insertionSort;OrderedInverse;1000;4.19;999999;1000998
50;insertionSort;OrderedInverse;10000;177.323;99999999;100009998
50;insertionSort;AlmostOrdered;10;0.003;33;33
50;insertionSort;AlmostOrdered;100;0.011;1651;1651
50;insertionSort;AlmostOrdered;1000;0.306;129291;129291
50;insertionSort;AlmostOrdered;10000;21.699;12557731;12557731
50;insertionSort;Random;10;0.001;55;57
50;insertionSort;Random;100;0.065;5513;5518
50;insertionSort;Random;1000;1.055;511825;511831
50;insertionSort;Random;10000;86.989;50527483;50527494
