Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
45;heapSort;Ordered;10;0.048;47;151
45;heapSort;Ordered;100;0.101;966;2732
45;heapSort;Ordered;1000;0.996;14852;39058
45;heapSort;Ordered;10000;59.143;197606;510854
45;heapSort;OrderedInverse;10;0.022;43;119
45;heapSort;OrderedInverse;100;0.204;872;2280
45;heapSort;OrderedInverse;1000;0.907;13613;33895
45;heapSort;OrderedInverse;10000;58.925;186205;456269
45;heapSort;AlmostOrdered;10;0.006;44;144
45;heapSort;AlmostOrdered;100;0.105;946;2638
45;heapSort;AlmostOrdered;1000;0.746;14330;37760
45;heapSort;AlmostOrdered;10000;58.645;193112;494688
45;heapSort;Random;10;0.02;49;137
45;heapSort;Random;100;0.132;944;2538
45;heapSort;Random;1000;0.708;14421;36895
45;heapSort;Random;10000;58.807;193182;484580
