Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
30;splaySort;Ordered;10;0.007;56;88
30;splaySort;Ordered;100;0.019;596;898
30;splaySort;Ordered;1000;0.314;5996;8998
30;splaySort;Ordered;10000;1.017;59996;89998
30;splaySort;OrderedInverse;10;0.003;56;88
30;splaySort;OrderedInverse;100;0.009;596;898
30;splaySort;OrderedInverse;1000;0.14;5996;8998
30;splaySort;OrderedInverse;10000;0.922;59996;89998
30;splaySort;AlmostOrdered;10;0.003;72;109
30;splaySort;AlmostOrdered;100;0.05;1315;2003
30;splaySort;AlmostOrdered;1000;0.357;22226;33667
30;splaySort;AlmostOrdered;10000;2.886;316486;479142
30;splaySort;Random;10;0.003;104;162
30;splaySort;Random;100;0.059;2614;4005
30;splaySort;Random;1000;0.476;43426;65931
30;splaySort;Random;10000;5.325;632401;958590
