Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
2;mergeSort;Ordered;10;0.005;134;164
2;mergeSort;Ordered;100;0.081;2275;2575
2;mergeSort;Ordered;1000;0.527;31964;34964
2;mergeSort;Ordered;10000;39.888;428984;458984
2;mergeSort;OrderedInverse;10;0.008;134;164
2;mergeSort;OrderedInverse;100;0.118;2275;2575
2;mergeSort;OrderedInverse;1000;1.005;31964;34964
2;mergeSort;OrderedInverse;10000;42.105;428984;458984
2;mergeSort;AlmostOrdered;10;0.004;134;164
2;mergeSort;AlmostOrdered;100;0.071;2275;2575
2;mergeSort;AlmostOrdered;1000;0.489;31964;34964
2;mergeSort;AlmostOrdered;10000;40.289;428984;458984
2;mergeSort;Random;10;0.095;134;164
2;mergeSort;Random;100;0.033;2275;2575
2;mergeSort;Random;1000;0.998;31964;34964
2;mergeSort;Random;10000;40.582;428984;458984
