Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
23;mergeSort;Ordered;10;0.01;134;164
23;mergeSort;Ordered;100;0.12;2275;2575
23;mergeSort;Ordered;1000;0.788;31964;34964
23;mergeSort;Ordered;10000;40.285;428984;458984
23;mergeSort;OrderedInverse;10;0.004;134;164
23;mergeSort;OrderedInverse;100;0.073;2275;2575
23;mergeSort;OrderedInverse;1000;0.636;31964;34964
23;mergeSort;OrderedInverse;10000;39.954;428984;458984
23;mergeSort;AlmostOrdered;10;0.025;134;164
23;mergeSort;AlmostOrdered;100;0.097;2275;2575
23;mergeSort;AlmostOrdered;1000;0.586;31964;34964
23;mergeSort;AlmostOrdered;10000;40.185;428984;458984
23;mergeSort;Random;10;0.005;134;164
23;mergeSort;Random;100;0.182;2275;2575
23;mergeSort;Random;1000;0.661;31964;34964
23;mergeSort;Random;10000;40.403;428984;458984
