Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
47;splaySort;Ordered;10;0.008;56;88
47;splaySort;Ordered;100;0.184;596;898
47;splaySort;Ordered;1000;0.166;5996;8998
47;splaySort;Ordered;10000;1.109;59996;89998
47;splaySort;OrderedInverse;10;0.015;56;88
47;splaySort;OrderedInverse;100;0.009;596;898
47;splaySort;OrderedInverse;1000;0.163;5996;8998
47;splaySort;OrderedInverse;10000;0.788;59996;89998
47;splaySort;AlmostOrdered;10;0.004;74;113
47;splaySort;AlmostOrdered;100;0.015;1231;1874
47;splaySort;AlmostOrdered;1000;0.345;22162;33567
47;splaySort;AlmostOrdered;10000;2.794;316760;479708
47;splaySort;Random;10;0.004;107;167
47;splaySort;Random;100;0.075;2473;3776
47;splaySort;Random;1000;0.442;43479;66072
47;splaySort;Random;10000;5.221;631440;956407
