Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
48;heapSort;Ordered;10;0.028;47;151
48;heapSort;Ordered;100;0.153;966;2732
48;heapSort;Ordered;1000;1.32;14852;39058
48;heapSort;Ordered;10000;59.048;197606;510854
48;heapSort;OrderedInverse;10;0.072;43;119
48;heapSort;OrderedInverse;100;0.178;872;2280
48;heapSort;OrderedInverse;1000;1.303;13613;33895
48;heapSort;OrderedInverse;10000;59.459;186205;456269
48;heapSort;AlmostOrdered;10;0.004;43;147
48;heapSort;AlmostOrdered;100;0.118;931;2611
48;heapSort;AlmostOrdered;1000;0.694;14357;37827
48;heapSort;AlmostOrdered;10000;59.708;193125;495083
48;heapSort;Random;10;0.004;44;150
48;heapSort;Random;100;0.073;942;2510
48;heapSort;Random;1000;1.823;14427;36829
48;heapSort;Random;10000;59.243;193371;484615
