Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
10;mergeSort;Ordered;10;0.074;134;164
10;mergeSort;Ordered;100;0.073;2275;2575
10;mergeSort;Ordered;1000;1.014;31964;34964
10;mergeSort;Ordered;10000;41.684;428984;458984
10;mergeSort;OrderedInverse;10;0.027;134;164
10;mergeSort;OrderedInverse;100;0.144;2275;2575
10;mergeSort;OrderedInverse;1000;0.557;31964;34964
10;mergeSort;OrderedInverse;10000;40.861;428984;458984
10;mergeSort;AlmostOrdered;10;0.009;134;164
10;mergeSort;AlmostOrdered;100;0.131;2275;2575
10;mergeSort;AlmostOrdered;1000;0.588;31964;34964
10;mergeSort;AlmostOrdered;10000;40.908;428984;458984
10;mergeSort;Random;10;0.005;134;164
10;mergeSort;Random;100;0.113;2275;2575
10;mergeSort;Random;1000;0.629;31964;34964
10;mergeSort;Random;10000;41.825;428984;458984
