Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
32;selectionSort;Ordered;10;0.006;63;0
32;selectionSort;Ordered;100;0.099;5148;0
32;selectionSort;Ordered;1000;1.315;501498;0
32;selectionSort;Ordered;10000;89.333;50014998;0
32;selectionSort;OrderedInverse;10;0.002;88;40
32;selectionSort;OrderedInverse;100;0.023;7648;2650
32;selectionSort;OrderedInverse;1000;1.956;751498;251500
32;selectionSort;OrderedInverse;10000;94.434;75014998;25015000
32;selectionSort;AlmostOrdered;10;0.002;68;17
32;selectionSort;AlmostOrdered;100;0.023;5260;241
32;selectionSort;AlmostOrdered;1000;1.09;503661;3633
32;selectionSort;AlmostOrdered;10000;89.636;50050851;50811
32;selectionSort;Random;10;0.003;75;36
32;selectionSort;Random;100;0.052;5457;594
32;selectionSort;Random;1000;1.095;506933;8414
32;selectionSort;Random;10000;89.209;50092795;107776
