Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
38;selectionSort;Ordered;10;0.002;63;0
38;selectionSort;Ordered;100;0.011;5148;0
38;selectionSort;Ordered;1000;1.008;501498;0
38;selectionSort;Ordered;10000;94.214;50014998;0
38;selectionSort;OrderedInverse;10;0.003;88;40
38;selectionSort;OrderedInverse;100;0.079;7648;2650
38;selectionSort;OrderedInverse;1000;1.026;751498;251500
38;selectionSort;OrderedInverse;10000;98.991;75014998;25015000
38;selectionSort;AlmostOrdered;10;0.002;67;16
38;selectionSort;AlmostOrdered;100;0.012;5286;279
38;selectionSort;AlmostOrdered;1000;1.083;503876;3851
38;selectionSort;AlmostOrdered;10000;90.376;50051189;51173
38;selectionSort;Random;10;0.021;77;38
38;selectionSort;Random;100;0.151;5438;569
38;selectionSort;Random;1000;1.082;506953;8437
38;selectionSort;Random;10000;93.597;50092939;107914
