Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
3;insertionSort;Ordered;10;0.003;27;27
3;insertionSort;Ordered;100;0.003;297;297
3;insertionSort;Ordered;1000;0.071;2997;2997
3;insertionSort;Ordered;10000;0.076;29997;29997
3;insertionSort;OrderedInverse;10;0.003;99;108
3;insertionSort;OrderedInverse;100;0.118;9999;10098
3;insertionSort;OrderedInverse;1000;2.135;999999;1000998
3;insertionSort;OrderedInverse;10000;175.772;99999999;100009998
3;insertionSort;AlmostOrdered;10;0.002;41;41
3;insertionSort;AlmostOrdered;100;0.005;1497;1497
3;insertionSort;AlmostOrdered;1000;0.297;129357;129357
3;insertionSort;AlmostOrdered;10000;21.436;12488045;12488045
3;insertionSort;Random;10;0.003;71;73
3;insertionSort;Random;100;0.097;5447;5449
3;insertionSort;Random;1000;1.942;508137;508143
3;insertionSort;Random;10000;90.515;49998143;49998151
