Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
14;bubbleSort;Ordered;10;0.004;11;3
14;bubbleSort;Ordered;1000;0.065;1001;3
14;bubbleSort;Ordered;10000;0.069;10001;3
14;bubbleSort;Ordered;100;0.029;101;3
14;bubbleSort;OrderedInverse;10;0.002;99;191
14;bubbleSort;OrderedInverse;100;0.066;9999;19901
14;bubbleSort;OrderedInverse;1000;2.867;999999;1999001
14;bubbleSort;OrderedInverse;10000;267.376;99999999;199990001
14;bubbleSort;AlmostOrdered;10;0.02;32;21
14;bubbleSort;AlmostOrdered;100;0.05;4178;2496
14;bubbleSort;AlmostOrdered;1000;1.851;433215;242413
14;bubbleSort;AlmostOrdered;10000;102.177;43336681;25239488
14;bubbleSort;Random;10;0.003;65;84
14;bubbleSort;Random;100;0.121;7341;9472
14;bubbleSort;Random;1000;2.102;756235;1024289
14;bubbleSort;Random;10000;254.446;75032488;100132830
